src_type	src	dest_type	dest	direction	type
ENTREZID	8714	ENTREZID	213	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	8714	ENTREZID	2172	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	51360	ENTREZID	6720	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	51360	ENTREZID	6721	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	8029	ENTREZID	4036	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	6907	ENTREZID	3156	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	6907	ENTREZID	6256	undirected	Binding
ENTREZID	6907	ENTREZID	2222	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	6907	ENTREZID	3157	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	6907	ENTREZID	5465	undirected	Binding
ENTREZID	6907	ENTREZID	1387	undirected	Binding
ENTREZID	6907	ENTREZID	79718	undirected	Binding
ENTREZID	9871	ENTREZID	6720	directed	Process(BiochemicalReaction)
ENTREZID	9871	ENTREZID	22937	directed	Process(BiochemicalReaction)
ENTREZID	9871	ENTREZID	22937	undirected	Binding
ENTREZID	9871	ENTREZID	6721	directed	Process(BiochemicalReaction)
ENTREZID	9871	ENTREZID	6721	undirected	Binding
ENTREZID	9871	ENTREZID	51128	undirected	Binding
ENTREZID	9256	ENTREZID	706	undirected	Binding
ENTREZID	10802	ENTREZID	6720	directed	Process(BiochemicalReaction)
ENTREZID	10802	ENTREZID	22937	directed	Process(BiochemicalReaction)
ENTREZID	10802	ENTREZID	22937	undirected	Binding
ENTREZID	10802	ENTREZID	6721	directed	Process(BiochemicalReaction)
ENTREZID	10802	ENTREZID	6721	undirected	Binding
ENTREZID	10802	ENTREZID	51128	undirected	Binding
ENTREZID	10427	ENTREZID	6720	directed	Process(BiochemicalReaction)
ENTREZID	10427	ENTREZID	22937	directed	Process(BiochemicalReaction)
ENTREZID	10427	ENTREZID	22937	undirected	Binding
ENTREZID	10427	ENTREZID	6721	directed	Process(BiochemicalReaction)
ENTREZID	10427	ENTREZID	6721	undirected	Binding
ENTREZID	10427	ENTREZID	51128	undirected	Binding
ENTREZID	1081	ENTREZID	3972	undirected	Binding
ENTREZID	2638	ENTREZID	8029	directed	Process(BiochemicalReaction)
ENTREZID	2638	ENTREZID	8029	undirected	Binding
ENTREZID	2638	ENTREZID	4036	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	2638	ENTREZID	5641	directed	Control(In: ACTIVATION of BiochemicalReaction)
ENTREZID	6667	ENTREZID	32	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	6667	ENTREZID	9453	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	6667	ENTREZID	4800	undirected	Binding
ENTREZID	6667	ENTREZID	4801	undirected	Binding
ENTREZID	6667	ENTREZID	6720	undirected	Binding
ENTREZID	6667	ENTREZID	2222	directed	Control(Out: ACTIVATION of BiochemicalReaction)
ENTREZID	6667	ENTREZID	2194	directed	Control(Out: ACTIVATION of BiochemicalReaction)
