src_type	src	dest_type	dest	direction	type
ENTREZID	8542	ENTREZID	3250	undirected	Binding
ENTREZID	8542	ENTREZID	335	undirected	Binding
ENTREZID	8542	ENTREZID	3043	undirected	Binding
ENTREZID	8542	ENTREZID	3039	undirected	Binding
ENTREZID	8542	ENTREZID	3040	undirected	Binding
ENTREZID	3250	ENTREZID	335	undirected	Binding
ENTREZID	3512	ENTREZID	259	undirected	Binding
ENTREZID	1277	ENTREZID	1278	undirected	Binding
ENTREZID	1277	ENTREZID	4481	undirected	Binding
ENTREZID	1282	ENTREZID	1284	undirected	Binding
ENTREZID	335	ENTREZID	348	directed	Process(BiochemicalReaction)
ENTREZID	335	ENTREZID	338	directed	Process(BiochemicalReaction)
ENTREZID	335	ENTREZID	7184	directed	Process(BiochemicalReaction)
ENTREZID	335	ENTREZID	4481	directed	Process(BiochemicalReaction)
ENTREZID	335	ENTREZID	811	directed	Process(BiochemicalReaction)
ENTREZID	348	ENTREZID	4481	undirected	Binding
ENTREZID	2512	ENTREZID	286133	undirected	Binding
ENTREZID	2495	ENTREZID	286133	undirected	Binding
ENTREZID	338	ENTREZID	4481	undirected	Binding
ENTREZID	338	ENTREZID	8578	undirected	Binding
ENTREZID	338	ENTREZID	81035	undirected	Binding
ENTREZID	338	ENTREZID	949	undirected	Binding
ENTREZID	338	ENTREZID	23166	undirected	Binding
ENTREZID	3320	ENTREZID	8578	undirected	Binding
ENTREZID	6678	ENTREZID	23166	undirected	Binding
ENTREZID	6288	ENTREZID	949	undirected	Binding
ENTREZID	7184	ENTREZID	4481	undirected	Binding
ENTREZID	948	ENTREZID	335	undirected	Binding
ENTREZID	948	ENTREZID	338	undirected	Binding
ENTREZID	4481	ENTREZID	1281	undirected	Binding
ENTREZID	4481	ENTREZID	1282	undirected	Binding
ENTREZID	4481	ENTREZID	335	undirected	Binding
ENTREZID	4481	ENTREZID	1278	undirected	Binding
ENTREZID	4481	ENTREZID	1284	undirected	Binding
ENTREZID	811	ENTREZID	4481	undirected	Binding
ENTREZID	811	ENTREZID	8578	undirected	Binding
ENTREZID	5648	ENTREZID	78989	undirected	Binding
ENTREZID	3043	ENTREZID	3240	undirected	Binding
ENTREZID	3043	ENTREZID	3250	undirected	Binding
ENTREZID	3043	ENTREZID	335	undirected	Binding
ENTREZID	3039	ENTREZID	3240	undirected	Binding
ENTREZID	3040	ENTREZID	3240	undirected	Binding
ENTREZID	3039	ENTREZID	3250	undirected	Binding
ENTREZID	3040	ENTREZID	3250	undirected	Binding
ENTREZID	3039	ENTREZID	335	undirected	Binding
ENTREZID	3040	ENTREZID	335	undirected	Binding
ENTREZID	3039	ENTREZID	3043	undirected	Binding
ENTREZID	3040	ENTREZID	3043	undirected	Binding
ENTREZID	4035	ENTREZID	3263	undirected	Binding
ENTREZID	9332	ENTREZID	3240	undirected	Binding
ENTREZID	9332	ENTREZID	3043	undirected	Binding
ENTREZID	9332	ENTREZID	3039	undirected	Binding
ENTREZID	9332	ENTREZID	3040	undirected	Binding
ENTREZID	949	ENTREZID	335	undirected	Binding
ENTREZID	55576	ENTREZID	338	undirected	Binding
ENTREZID	10808	ENTREZID	8578	undirected	Binding
ENTREZID	8685	ENTREZID	117156	undirected	Binding
ENTREZID	10525	ENTREZID	8578	undirected	Binding
