src_type	src	dest_type	dest	direction	type
ENTREZID	10840	ENTREZID	1719	directed	Control(indirect)
ENTREZID	10840	ENTREZID	4522	directed	Control(indirect)
ENTREZID	10840	ENTREZID	6470	directed	Control(indirect)
ENTREZID	10840	ENTREZID	4524	directed	Control(indirect)
ENTREZID	10840	ENTREZID	200895	directed	Control(indirect)
ENTREZID	1719	ENTREZID	10840	directed	Control(indirect)
ENTREZID	1719	ENTREZID	4522	directed	Control(indirect)
ENTREZID	1719	ENTREZID	200895	directed	Control(indirect)
ENTREZID	4522	ENTREZID	10840	directed	Control(indirect)
ENTREZID	4522	ENTREZID	1719	directed	Control(indirect)
ENTREZID	4522	ENTREZID	6470	directed	Control(indirect)
ENTREZID	4522	ENTREZID	4524	directed	Control(indirect)
ENTREZID	4522	ENTREZID	200895	directed	Control(indirect)
ENTREZID	10797	ENTREZID	25902	directed	Control(indirect)
ENTREZID	6470	ENTREZID	4522	directed	Control(indirect)
ENTREZID	6470	ENTREZID	4524	directed	Control(indirect)
ENTREZID	6472	ENTREZID	2356	directed	Control(indirect)
ENTREZID	6472	ENTREZID	25902	directed	Control(indirect)
ENTREZID	6472	ENTREZID	81034	directed	Control(indirect)
ENTREZID	6573	ENTREZID	2356	directed	Control(indirect)
ENTREZID	4524	ENTREZID	10840	directed	Control(indirect)
ENTREZID	4524	ENTREZID	4522	directed	Control(indirect)
ENTREZID	4524	ENTREZID	10588	directed	Control(indirect)
ENTREZID	10588	ENTREZID	1719	directed	Control(indirect)
ENTREZID	10588	ENTREZID	4522	directed	Control(indirect)
ENTREZID	10588	ENTREZID	4524	directed	Control(indirect)
ENTREZID	10588	ENTREZID	200895	directed	Control(indirect)
ENTREZID	2356	ENTREZID	4522	directed	Control(indirect)
ENTREZID	2356	ENTREZID	6470	directed	Control(indirect)
ENTREZID	2356	ENTREZID	10588	directed	Control(indirect)
ENTREZID	2356	ENTREZID	25902	directed	Control(indirect)
ENTREZID	25902	ENTREZID	2356	directed	Control(indirect)
ENTREZID	25902	ENTREZID	81034	directed	Control(indirect)
ENTREZID	200895	ENTREZID	10840	directed	Control(indirect)
ENTREZID	200895	ENTREZID	4522	directed	Control(indirect)
ENTREZID	200895	ENTREZID	2356	directed	Control(indirect)
ENTREZID	200895	ENTREZID	81034	directed	Control(indirect)
ENTREZID	113235	ENTREZID	1719	directed	Control(indirect)
ENTREZID	113235	ENTREZID	200895	directed	Control(indirect)
ENTREZID	81034	ENTREZID	2356	directed	Control(indirect)
ENTREZID	81034	ENTREZID	2356	directed	Control(indirect)
ENTREZID	81034	ENTREZID	25902	directed	Control(indirect)
ENTREZID	441024	ENTREZID	25902	directed	Control(indirect)
