src_type	src	dest_type	dest	direction	type
ENTREZID	129446	ENTREZID	643226	undirected	Binding
ENTREZID	129446	ENTREZID	389207	undirected	Binding
ENTREZID	129446	ENTREZID	83715	undirected	Binding
ENTREZID	129446	ENTREZID	25794	undirected	Binding
ENTREZID	129446	ENTREZID	10518	undirected	Binding
ENTREZID	129446	ENTREZID	7430	undirected	Binding
ENTREZID	129446	ENTREZID	4478	undirected	Binding
ENTREZID	129446	ENTREZID	5962	undirected	Binding
ENTREZID	129446	ENTREZID	4354	undirected	Binding
ENTREZID	129446	ENTREZID	2059	undirected	Binding
ENTREZID	129446	ENTREZID	5357	undirected	Binding
ENTREZID	129446	ENTREZID	286262	undirected	Binding
ENTREZID	129446	ENTREZID	11344	undirected	Binding
ENTREZID	129446	ENTREZID	339768	undirected	Binding
ENTREZID	129446	ENTREZID	53904	undirected	Binding
ENTREZID	129446	ENTREZID	259236	undirected	Binding
ENTREZID	129446	ENTREZID	222662	undirected	Binding
ENTREZID	129446	ENTREZID	117532	undirected	Binding
ENTREZID	129446	ENTREZID	117531	undirected	Binding
ENTREZID	129446	ENTREZID	140469	undirected	Binding
ENTREZID	129446	ENTREZID	2036	undirected	Binding
ENTREZID	129446	ENTREZID	64787	undirected	Binding
ENTREZID	129446	ENTREZID	53405	undirected	Binding
ENTREZID	129446	ENTREZID	25861	undirected	Binding
ENTREZID	129446	ENTREZID	51168	undirected	Binding
ENTREZID	129446	ENTREZID	23136	undirected	Binding
ENTREZID	129446	ENTREZID	9750	undirected	Binding
ENTREZID	643226	ENTREZID	83715	undirected	Binding
ENTREZID	643226	ENTREZID	10518	undirected	Binding
ENTREZID	643226	ENTREZID	4478	undirected	Binding
ENTREZID	643226	ENTREZID	4354	undirected	Binding
ENTREZID	643226	ENTREZID	2059	undirected	Binding
ENTREZID	643226	ENTREZID	11344	undirected	Binding
ENTREZID	643226	ENTREZID	339768	undirected	Binding
ENTREZID	643226	ENTREZID	53904	undirected	Binding
ENTREZID	643226	ENTREZID	259236	undirected	Binding
ENTREZID	643226	ENTREZID	222662	undirected	Binding
ENTREZID	643226	ENTREZID	117532	undirected	Binding
ENTREZID	643226	ENTREZID	117531	undirected	Binding
ENTREZID	643226	ENTREZID	140469	undirected	Binding
ENTREZID	643226	ENTREZID	64787	undirected	Binding
ENTREZID	643226	ENTREZID	25861	undirected	Binding
ENTREZID	643226	ENTREZID	51168	undirected	Binding
ENTREZID	389207	ENTREZID	643226	undirected	Binding
ENTREZID	389207	ENTREZID	83715	undirected	Binding
ENTREZID	389207	ENTREZID	25794	undirected	Binding
ENTREZID	389207	ENTREZID	10518	undirected	Binding
ENTREZID	389207	ENTREZID	7430	undirected	Binding
ENTREZID	389207	ENTREZID	4478	undirected	Binding
ENTREZID	389207	ENTREZID	5962	undirected	Binding
ENTREZID	389207	ENTREZID	4354	undirected	Binding
ENTREZID	389207	ENTREZID	2059	undirected	Binding
ENTREZID	389207	ENTREZID	5357	undirected	Binding
ENTREZID	389207	ENTREZID	286262	undirected	Binding
ENTREZID	389207	ENTREZID	11344	undirected	Binding
ENTREZID	389207	ENTREZID	339768	undirected	Binding
ENTREZID	389207	ENTREZID	53904	undirected	Binding
ENTREZID	389207	ENTREZID	259236	undirected	Binding
ENTREZID	389207	ENTREZID	222662	undirected	Binding
ENTREZID	389207	ENTREZID	117532	undirected	Binding
ENTREZID	389207	ENTREZID	117531	undirected	Binding
ENTREZID	389207	ENTREZID	140469	undirected	Binding
ENTREZID	389207	ENTREZID	2036	undirected	Binding
ENTREZID	389207	ENTREZID	64787	undirected	Binding
ENTREZID	389207	ENTREZID	53405	undirected	Binding
ENTREZID	389207	ENTREZID	25861	undirected	Binding
ENTREZID	389207	ENTREZID	51168	undirected	Binding
ENTREZID	83715	ENTREZID	10518	undirected	Binding
ENTREZID	83715	ENTREZID	4354	undirected	Binding
ENTREZID	83715	ENTREZID	2059	undirected	Binding
ENTREZID	83715	ENTREZID	11344	undirected	Binding
ENTREZID	83715	ENTREZID	53904	undirected	Binding
ENTREZID	83715	ENTREZID	259236	undirected	Binding
ENTREZID	83715	ENTREZID	222662	undirected	Binding
ENTREZID	83715	ENTREZID	117532	undirected	Binding
ENTREZID	83715	ENTREZID	117531	undirected	Binding
ENTREZID	83715	ENTREZID	140469	undirected	Binding
ENTREZID	83715	ENTREZID	64787	undirected	Binding
ENTREZID	83715	ENTREZID	25861	undirected	Binding
ENTREZID	83715	ENTREZID	51168	undirected	Binding
ENTREZID	4641	ENTREZID	129446	undirected	Binding
ENTREZID	4641	ENTREZID	643226	undirected	Binding
ENTREZID	4641	ENTREZID	389207	undirected	Binding
ENTREZID	4641	ENTREZID	83715	undirected	Binding
ENTREZID	4641	ENTREZID	25794	undirected	Binding
ENTREZID	4641	ENTREZID	8573	undirected	Binding
ENTREZID	4641	ENTREZID	10518	undirected	Binding
ENTREZID	4641	ENTREZID	2934	undirected	Binding
ENTREZID	4641	ENTREZID	7430	undirected	Binding
ENTREZID	4641	ENTREZID	4478	undirected	Binding
ENTREZID	4641	ENTREZID	5962	undirected	Binding
ENTREZID	4641	ENTREZID	4627	undirected	Binding
ENTREZID	4641	ENTREZID	4354	undirected	Binding
ENTREZID	4641	ENTREZID	6711	undirected	Binding
ENTREZID	4641	ENTREZID	494513	undirected	Binding
ENTREZID	4641	ENTREZID	5756	undirected	Binding
ENTREZID	4641	ENTREZID	2059	undirected	Binding
ENTREZID	4641	ENTREZID	4647	undirected	Binding
ENTREZID	4641	ENTREZID	6709	undirected	Binding
ENTREZID	4641	ENTREZID	5357	undirected	Binding
ENTREZID	4641	ENTREZID	124590	undirected	Binding
