src_type	src	dest_type	dest	direction	type
ENTREZID	79989	ENTREZID	3797	undirected	Binding
ENTREZID	79989	ENTREZID	9371	undirected	Binding
ENTREZID	79989	ENTREZID	8655	undirected	Binding
ENTREZID	79989	ENTREZID	8100	undirected	Binding
ENTREZID	79989	ENTREZID	79809	undirected	Binding
ENTREZID	79989	ENTREZID	92104	undirected	Binding
ENTREZID	79989	ENTREZID	90410	undirected	Binding
ENTREZID	79989	ENTREZID	6991	undirected	Binding
ENTREZID	79989	ENTREZID	150737	undirected	Binding
ENTREZID	79989	ENTREZID	200132	undirected	Binding
ENTREZID	79989	ENTREZID	79659	undirected	Binding
ENTREZID	79989	ENTREZID	57728	undirected	Binding
ENTREZID	79989	ENTREZID	51626	undirected	Binding
ENTREZID	79989	ENTREZID	26146	undirected	Binding
ENTREZID	79989	ENTREZID	83657	undirected	Binding
ENTREZID	79989	ENTREZID	55112	undirected	Binding
ENTREZID	79989	ENTREZID	255758	undirected	Binding
ENTREZID	79989	ENTREZID	22920	undirected	Binding
ENTREZID	79989	ENTREZID	23059	undirected	Binding
ENTREZID	79989	ENTREZID	89891	undirected	Binding
ENTREZID	79989	ENTREZID	140735	undirected	Binding
ENTREZID	79989	ENTREZID	80173	undirected	Binding
ENTREZID	79989	ENTREZID	9742	undirected	Binding
ENTREZID	79989	ENTREZID	11020	undirected	Binding
ENTREZID	79989	ENTREZID	64792	undirected	Binding
ENTREZID	79989	ENTREZID	55764	undirected	Binding
ENTREZID	79989	ENTREZID	83658	undirected	Binding
ENTREZID	79989	ENTREZID	56912	undirected	Binding
ENTREZID	79989	ENTREZID	55081	undirected	Binding
ENTREZID	79989	ENTREZID	57576	undirected	Binding
ENTREZID	79989	ENTREZID	57560	undirected	Binding
ENTREZID	79989	ENTREZID	57539	undirected	Binding
ENTREZID	79989	ENTREZID	26160	undirected	Binding
ENTREZID	79989	ENTREZID	51098	undirected	Binding
ENTREZID	79989	ENTREZID	11127	undirected	Binding
ENTREZID	79989	ENTREZID	51668	undirected	Binding
ENTREZID	3797	ENTREZID	8100	undirected	Binding
ENTREZID	3797	ENTREZID	79809	undirected	Binding
ENTREZID	3797	ENTREZID	79659	undirected	Binding
ENTREZID	3797	ENTREZID	57728	undirected	Binding
ENTREZID	3797	ENTREZID	9742	undirected	Binding
ENTREZID	3797	ENTREZID	55764	undirected	Binding
ENTREZID	3797	ENTREZID	55081	undirected	Binding
ENTREZID	3797	ENTREZID	57539	undirected	Binding
ENTREZID	3797	ENTREZID	26160	undirected	Binding
ENTREZID	3797	ENTREZID	51098	undirected	Binding
ENTREZID	3797	ENTREZID	11127	undirected	Binding
ENTREZID	9371	ENTREZID	8100	undirected	Binding
ENTREZID	9371	ENTREZID	79809	undirected	Binding
ENTREZID	9371	ENTREZID	79659	undirected	Binding
ENTREZID	9371	ENTREZID	57728	undirected	Binding
ENTREZID	9371	ENTREZID	9742	undirected	Binding
ENTREZID	9371	ENTREZID	55764	undirected	Binding
ENTREZID	9371	ENTREZID	55081	undirected	Binding
ENTREZID	9371	ENTREZID	57539	undirected	Binding
ENTREZID	9371	ENTREZID	26160	undirected	Binding
ENTREZID	9371	ENTREZID	51098	undirected	Binding
ENTREZID	9371	ENTREZID	11127	undirected	Binding
ENTREZID	8655	ENTREZID	3797	undirected	Binding
ENTREZID	8655	ENTREZID	9371	undirected	Binding
ENTREZID	8655	ENTREZID	8100	undirected	Binding
ENTREZID	8655	ENTREZID	79809	undirected	Binding
ENTREZID	8655	ENTREZID	79659	undirected	Binding
ENTREZID	8655	ENTREZID	57728	undirected	Binding
ENTREZID	8655	ENTREZID	22920	undirected	Binding
ENTREZID	8655	ENTREZID	9742	undirected	Binding
ENTREZID	8655	ENTREZID	55764	undirected	Binding
ENTREZID	8655	ENTREZID	55081	undirected	Binding
ENTREZID	8655	ENTREZID	57576	undirected	Binding
ENTREZID	8655	ENTREZID	57539	undirected	Binding
ENTREZID	8655	ENTREZID	26160	undirected	Binding
ENTREZID	8655	ENTREZID	51098	undirected	Binding
ENTREZID	8655	ENTREZID	11127	undirected	Binding
ENTREZID	8100	ENTREZID	79809	undirected	Binding
ENTREZID	8100	ENTREZID	79659	undirected	Binding
ENTREZID	8100	ENTREZID	57728	undirected	Binding
ENTREZID	8100	ENTREZID	9742	undirected	Binding
ENTREZID	8100	ENTREZID	55764	undirected	Binding
ENTREZID	8100	ENTREZID	55081	undirected	Binding
ENTREZID	8100	ENTREZID	57576	undirected	Binding
ENTREZID	8100	ENTREZID	57539	undirected	Binding
ENTREZID	8100	ENTREZID	51098	undirected	Binding
ENTREZID	79809	ENTREZID	79659	undirected	Binding
ENTREZID	79809	ENTREZID	57728	undirected	Binding
ENTREZID	79809	ENTREZID	9742	undirected	Binding
ENTREZID	79809	ENTREZID	57576	undirected	Binding
ENTREZID	79809	ENTREZID	57539	undirected	Binding
ENTREZID	92104	ENTREZID	3797	undirected	Binding
ENTREZID	92104	ENTREZID	9371	undirected	Binding
ENTREZID	92104	ENTREZID	8655	undirected	Binding
ENTREZID	92104	ENTREZID	8100	undirected	Binding
ENTREZID	92104	ENTREZID	79809	undirected	Binding
ENTREZID	92104	ENTREZID	90410	undirected	Binding
ENTREZID	92104	ENTREZID	6991	undirected	Binding
ENTREZID	92104	ENTREZID	200132	undirected	Binding
ENTREZID	92104	ENTREZID	79659	undirected	Binding
ENTREZID	92104	ENTREZID	57728	undirected	Binding
ENTREZID	92104	ENTREZID	51626	undirected	Binding
ENTREZID	92104	ENTREZID	83657	undirected	Binding
ENTREZID	92104	ENTREZID	55112	undirected	Binding
ENTREZID	92104	ENTREZID	255758	undirected	Binding
ENTREZID	92104	ENTREZID	22920	undirected	Binding
ENTREZID	92104	ENTREZID	89891	undirected	Binding
ENTREZID	92104	ENTREZID	140735	undirected	Binding
ENTREZID	92104	ENTREZID	9742	undirected	Binding
ENTREZID	92104	ENTREZID	55764	undirected	Binding
ENTREZID	92104	ENTREZID	83658	undirected	Binding
ENTREZID	92104	ENTREZID	55081	undirected	Binding
ENTREZID	92104	ENTREZID	57576	undirected	Binding
ENTREZID	92104	ENTREZID	57539	undirected	Binding
ENTREZID	92104	ENTREZID	26160	undirected	Binding
ENTREZID	92104	ENTREZID	51098	undirected	Binding
ENTREZID	92104	ENTREZID	11127	undirected	Binding
ENTREZID	90410	ENTREZID	3797	undirected	Binding
ENTREZID	90410	ENTREZID	9371	undirected	Binding
ENTREZID	90410	ENTREZID	8655	undirected	Binding
ENTREZID	90410	ENTREZID	8100	undirected	Binding
ENTREZID	90410	ENTREZID	9321	undirected	Binding
ENTREZID	90410	ENTREZID	79809	undirected	Binding
ENTREZID	90410	ENTREZID	6991	undirected	Binding
ENTREZID	90410	ENTREZID	200132	undirected	Binding
ENTREZID	90410	ENTREZID	79659	undirected	Binding
ENTREZID	90410	ENTREZID	57728	undirected	Binding
ENTREZID	90410	ENTREZID	51626	undirected	Binding
ENTREZID	90410	ENTREZID	83657	undirected	Binding
ENTREZID	90410	ENTREZID	55112	undirected	Binding
ENTREZID	90410	ENTREZID	255758	undirected	Binding
ENTREZID	90410	ENTREZID	22920	undirected	Binding
ENTREZID	90410	ENTREZID	89891	undirected	Binding
ENTREZID	90410	ENTREZID	140735	undirected	Binding
