src_type	src	dest_type	dest	direction	type
ENTREZID	7358	ENTREZID	23169	directed	Control(indirect)
ENTREZID	54658	ENTREZID	54657	directed	Control(indirect)
ENTREZID	54657	ENTREZID	54658	directed	Control(indirect)
ENTREZID	7360	ENTREZID	7358	directed	Control(indirect)
ENTREZID	23169	ENTREZID	54600	directed	Control(indirect)
ENTREZID	23169	ENTREZID	10720	directed	Control(indirect)
ENTREZID	23169	ENTREZID	7367	directed	Control(indirect)
ENTREZID	23169	ENTREZID	7363	directed	Control(indirect)
ENTREZID	23169	ENTREZID	7364	directed	Control(indirect)
ENTREZID	23169	ENTREZID	54578	directed	Control(indirect)
ENTREZID	23169	ENTREZID	54658	directed	Control(indirect)
ENTREZID	23169	ENTREZID	54657	directed	Control(indirect)
ENTREZID	23169	ENTREZID	54659	directed	Control(indirect)
ENTREZID	23169	ENTREZID	54579	directed	Control(indirect)
ENTREZID	23169	ENTREZID	7365	directed	Control(indirect)
ENTREZID	23169	ENTREZID	7366	directed	Control(indirect)
ENTREZID	23169	ENTREZID	167127	directed	Control(indirect)
ENTREZID	23169	ENTREZID	133688	directed	Control(indirect)
ENTREZID	23169	ENTREZID	79799	directed	Control(indirect)
ENTREZID	23169	ENTREZID	54490	directed	Control(indirect)
ENTREZID	23169	ENTREZID	54577	directed	Control(indirect)
ENTREZID	23169	ENTREZID	54575	directed	Control(indirect)
ENTREZID	23169	ENTREZID	54576	directed	Control(indirect)
